Tag;Uhrzeit;Temp_Wasser;Temp_Luft;Sichttiefe_m;Leitfähigkeit_µS/cm;SauerstoffO2_mg/l;Sättigung_%;pHWert;AmmoniakNH₃_mg/L;Ammoniak_%;Ammonium_NH4_mg/L;Ammonium-N_mg/L;Nitrit_NO2_mg/L;Nitrit-N_mg/L;Nitrat_NO3_mg/L;Nitrat-N_mg/L;Phosphat_ortho_PO4
21.03.25;00:00:00;9;13;0,2;739;7,7;66,7;7,8;0,003;0;0,269;0,209;0,058;0,018;10,6;2,39;0,34
